media_file,annotator,start,end,label
42m,mas,154870,154940,B;0;0
42m,mas,155420,157300,ISR+B;V;1
42m,mas,15470,16040,B;FG+HM;1
42m,mas,160590,160920,P;0;1
42m,mas,161440,161980,B;FG+HM;1
42m,mas,16450,17050,B;0;0
42m,mas,165980,166470,B;0;0
42m,mas,169570,169920,P;0;0
42m,mas,170350,171660,P+ISR;FG;1
42m,mas,173230,173650,B;FG;1
42m,mas,175070,175310,B;0;0
42m,mas,17540,17770,P;FG;1
42m,mas,17590,17630,B;0;0
42m,mas,177970,179540,ISR;FG;1
42m,mas,178050,179110,SR;FG;1
42m,mas,177950,179690,ISR;V;0
42m,mas,181050,181320,B;0;0
42m,mas,180910,181080,B;0;1
42m,mas,18180,18390,B;0;0
42m,mas,181940,182660,B;0;0
42m,mas,185470,186130,P;0;0
42m,mas,187280,187950,P;FG;1
42m,mas,188510,188820,B;0;0
42m,mas,19360,20040,ISR;0;0
42m,mas,190580,191060,B;0;0
42m,mas,192250,192890,P;0;0
42m,mas,193370,193720,P;FG;1
42m,mas,194560,196310,P+ISR+B;0;0
42m,mas,196880,197270,B;V;0
42m,mas,19360,20040,ISR;0;0
42m,mas,22420,22860,B;0;0
42m,mas,23910,24270,B;0;0
42m,mas,26210,26540,B;0;0
42m,mas,26280,26450,B;0;0
42m,mas,26280,26450,B;0;0
42m,mas,27430,29020,ISR;0;0
42m,mas,32770,33770,P;V+FG;1
42m,mas,35180,35610,P;0;0
42m,mas,37370,38400,B;0;0
42m,mas,39240,43470,P+ISR;V+FG+HM;1
42m,mas,44600,46300,B+P;FG;2
42m,mas,44400,46180,B;V;0
42m,mas,44600,46300,B+P;FG;2
42m,mas,44600,46300,B+P;FG;2
42m,mas,46150,46740,SR;0;0
42m,mas,46230,47150,SR;V;0
42m,mas,47880,48780,P;0;0
42m,mas,4940,5400,B;0;0
42m,mas,50330,50970,B;FG;1
42m,mas,51720,51940,B;FG+HM;1
42m,mas,52420,53000,B;0;0
42m,mas,55720,56420,B;FG;2
42m,mas,56965,57395,P;0;1
42m,mas,56950,57330,P;0;0
42m,mas,56965,57395,P;0;1
42m,mas,57380,57640,B;0;0
42m,mas,58410,59040,B;V;0
42m,mas,60440,60750,P;0;0
42m,mas,61780,62630,SR;0;0
42m,mas,61660,62580,MUR;0;1
42m,mas,6250,6950,P;0;1
42m,mas,65500,65610,B;0;0
42m,mas,66730,67020,B;FG+HM;2
42m,mas,66730,67020,B;FG+HM;2
42m,mas,68550,69090,SR;FG;1
42m,mas,72880,73060,B;0;0
42m,mas,73270,73340,B;0;0
42m,mas,74130,74600,P+B;FG;1
42m,mas,75230,75410,ISR;0;0
42m,mas,75710,76240,P;0;0
42m,mas,76480,77160,SR;0;0
42m,mas,77790,78080,B;FG;1
42m,mas,80720,82570,B;V;1
42m,mas,85970,86700,B;FG+HM;2
42m,mas,88280,88430,B;FG;1
42m,mas,88090,88350,B;0;1
42m,mas,91280,91690,ISR;0;0
42m,mas,94170,94710,P+B;0;0
42m,mas,96320,97680,MUR+ISR;FG;1
42m,mas,98510,99060,P;FG;2
46ma,mas,23910,24620,SR;0;0
46ma,mas,25450,26550,_;HM;1
46ma,mas,35160,35500,P;0;0
46ma,mas,38040,38900,_;HM;1
46ma,mas,39030,39390,_;HM;1
46ma,mas,48450,48930,_;HM;1
46ma,mas,50250,50620,_;HM;1
46ma,mas,51180,51470,_;HM;1
46ma,mas,51970,52270,_;HM;1
46ma,mas,57540,58010,_;HM;1
46ma,mas,59330,59600,_;HM;1
46ma,mas,68880,69740,_;HM;1
46ma,mas,71010,71620,_;FG;1
46ma,mas,71930,72580,_;HM;1
46ma,mas,72730,73140,_;FG+HM;1
46ma,mas,81410,81790,_;HM;1
46ma,mas,81930,82350,_;FG;1
503,mas,10920,11360,P;0;1
503,mas,14330,14590,B;FG;1
503,mas,15370,16070,_;V+FG;1
503,mas,1670,2020,B;0;0
503,mas,18380,18780,SR;0;1
503,mas,20650,20890,B;FG;0
503,mas,23190,23590,B;FG;0
503,mas,26160,26420,_;FG;1
503,mas,26770,27150,B;FG;0
503,mas,30,650,_;V;1
503,mas,30990,31540,_;FG;1
503,mas,34700,35800,B;FG;1
503,mas,37980,39440,_;FG+HM;1
503,mas,40080,40240,B;FG;3
503,mas,42500,43140,B;V+FG+HM;2
503,mas,4470,4670,ISR;0;0
503,mas,48560,49090,B;FG;2
503,mas,50390,50890,B;FG;2
503,mas,5140,6140,B;FG;1
503,mas,51500,51760,_;FG;1
503,mas,52090,52750,_;V+FG;2
503,mas,53420,53490,_;FG;1
503,mas,55310,56020,B;FG;0
503,mas,56530,56900,B;FG;1
503,mas,60382,60589,B;FG;1
503,mas,62900,63190,B;FG;0
503,mas,8500,8870,_;FG;1
507,mas,14960,15140,B;0;0
507,mas,18690,20590,SR;0;0
507,mas,18480,18910,B;0;1
507,mas,18690,20590,SR;0;0
507,mas,24976,25398,B;0;0
507,mas,29780,30170,P;0;0
507,mas,29780,30170,P;0;0
507,mas,35260,35740,B;0;1
507,mas,35840,36170,SR;HM;1
507,mas,58790,59420,_;V++FG+HM;1
507,mas,62540,63100,_;V+FG;1
508,mas,2630,3040,_;V;1
508,mas,38470,38980,B;0;0
509,mas,11990,12460,_;HM;1
509,mas,14740,15090,_;FG+HM;1
509,mas,15410,15840,_;FG+HM;1
509,mas,16590,17110,SR;0;1
509,mas,16590,17110,SR;0;1
509,mas,180,910,P;0;0
509,mas,18120,18470,SR;0;0
509,mas,18120,18470,SR;0;0
509,mas,19310,19820,_;HM;1
509,mas,20220,20530,_;HM;1
509,mas,21120,21460,_;HM;1
509,mas,26790,27240,_;FG+HM;1
509,mas,28640,29000,SR;0;1
509,mas,32440,32920,_;HM;1
509,mas,41320,41930,MUR;HM;1
509,mas,45230,45570,_;HM;1
509,mas,6400,6790,_;FG+HM;1
509,mas,8140,8610,SR;0;0
509,mas,8140,8610,SR;0;0
509,mas,8140,8610,SR;0;0
50fa,mas,10760,11170,_;HM;1
50fa,mas,12210,12740,_;FG+HM;1
50fa,mas,13240,13450,SR;FG;1
50fa,mas,16190,16660,_;FG+HM;1
50fa,mas,1920,2320,_;FG+HM;1
50fa,mas,24700,25180,_;FG;1
50fa,mas,25960,26490,_;FG+HM;1
50fa,mas,27600,27910,_;HM;1
50fa,mas,28290,29260,B;FG+HM;2
50fa,mas,2830,4290,P;0;0
50fa,mas,33885,34215,ISR;FG+HM;2
50fa,mas,39980,43250,ISR;FG;2
50fa,mas,44070,46530,B;FG+HM;2
50fa,mas,48330,48650,B;0;2
50fa,mas,49510,50100,_;FG+HM;1
50fa,mas,50780,51160,_;FG+HM;1
50fa,mas,52480,53810,SR;VFG;2
50fa,mas,55420,55780,_;FG+HM;1
50fa,mas,56060,56540,_;FG+HM;1
50fa,mas,58630,59190,_;FG+HM;1
50fa,mas,66970,67530,_;FG;1
50fa,mas,70070,70510,_;FG;1
50fa,mas,75730,75920,ISR;0;0
50fa,mas,78120,78720,_;FG+HM;1
50fa,mas,79560,79920,_;FG;1
50fa,mas,82300,82880,_;FG+HM;1
50fa,mas,83340,83610,_;FG+HM;1
50fa,mas,84330,84760,_;FG+HM;1
50fa,mas,85560,86020,_;FG+HM;1
50fa,mas,86570,86970,_;FG+HM;1
50fa,mas,9210,9860,P+ISR;FG+HM;2
50fa,mas,9210,9860,P+ISR;FG+HM;2
50fa,mas,93730,94110,_;FG+HM;1
50fa,mas,95720,98400,ISR;FG;2
50fa,mas,9210,9860,P+ISR;FG+HM;2
50fa,mas,9630,9890,ISR;FG;1
50fa,mas,99921,100011,SR;0;0
50fa,mas,99921,100011,SR;0;0
50fb,mas,10096,10738,P;0;0
50fb,mas,108190,108750,SR;FG;1
50fb,mas,110568,111196,P;0;0
50fb,mas,110630,111200,P;0;1
50fb,mas,110980,118770,SR+B;V;1
50fb,mas,113450,118078,_;V;1
50fb,mas,113450,118078,_;V;1
50fb,mas,12176,19803,_;FGV;1
50fb,mas,110980,118770,SR+B;V;1
50fb,mas,120050,123130,_;V;+FG;2
50fb,mas,1460,8730,B;FG;1
50fb,mas,125550,126120,SR;FG;1
50fb,mas,128490,128680,_;V+FG;2
50fb,mas,133313,135725,_;FG;1
50fb,mas,136097,136607,P;0;0
50fb,mas,140070,140880,_;V;1
50fb,mas,140990,141600,_;FG;1
50fb,mas,144058,145235,_;FG;1
50fb,mas,146360,147450,_;HM+ME;1
50fb,mas,148640,151070,B;FG;0
50fb,mas,153800,154230,_;FG;2
50fb,mas,155460,157810,_;V+FG;2
50fb,mas,161840,162040,_;FG;2
50fb,mas,165830,166010,_;FG;2
50fb,mas,166080,166500,_;FG;1
50fb,mas,167055,167505,_;V+FG;2
50fb,mas,170300,170770,_;V+FG;1
50fb,mas,172730,175260,B;FG;1
50fb,mas,179065,179375,_;FG;2
50fb,mas,182870,185240,_;V+FG;2
50fb,mas,186930,187210,_;FG;2
50fb,mas,187590,187960,_;FG;1
50fb,mas,189999,191176,_;FG;1
50fb,mas,192110,193320,B;FG;0
50fb,mas,193176,193842,P;V;1
50fb,mas,193670,194050,B;FG;1
50fb,mas,193710,193930,_;V;1
50fb,mas,193670,194050,B;FG;1
50fb,mas,195300,195760,_;V+FG;2
50fb,mas,196060,197150,P;FG;1
50fb,mas,196130,196790,P;0;0
50fb,mas,196060,197150,P;FG;1
50fb,mas,199580,202440,_;FG;1
50fb,mas,199390,201600,ISR;V+FG;2
50fb,mas,201630,202310,_;V+FG;2
50fb,mas,203520,204830,B;0;0
50fb,mas,20730,20930,_;FG;2
50fb,mas,208340,209900,SR;V;1
50fb,mas,208270,209880,SR;FG;0
50fb,mas,211540,212070,_;V+FG;1
50fb,mas,212670,212920,_;FG;1
50fb,mas,215000,216310,_;V+FG;2
50fb,mas,216500,216980,_;FG;1
50fb,mas,218730,219630,_;V+FG;2
50fb,mas,22240,22860,B;FG;1
50fb,mas,230570,232090,_;FG;2
50fb,mas,25960,26310,_;FG;2
50fb,mas,28190,41090,B;FG;2
50fb,mas,42140,48600,B;V;1
50fb,mas,42352,48470,SR;V;2
50fb,mas,42140,48600,B;V;1
50fb,mas,48020,55550,_;FG;2
50fb,mas,50730,55650,B;FG;1
50fb,mas,56100,57400,B;FG;1
50fb,mas,58270,58800,_;FG;1
50fb,mas,59890,61470,B;FG;1
50fb,mas,66215,69293,_;FG;1
50fb,mas,69890,71330,MUR;0;1
50fb,mas,72190,72390,P;0;1
50fb,mas,73587,75803,_;V;1
50fb,mas,76390,77750,_;V+FG;2
50fb,mas,82450,82830,_;FG;2
50fb,mas,83921,85215,_;V;1
50fb,mas,86750,86930,_;FG;2
50fb,mas,88600,89780,_;V+FG;2
50fb,mas,89920,90550,_;FG;1
50fb,mas,90610,91540,SR;FG;1
50fb,mas,91960,92568,P;0;0
50fb,mas,92627,93098,ISR;0;0
50fb,mas,9267,9597,P;0;0
50fb,mas,93950,94400,P;0;1
50fb,mas,93686,94412,P;0;0
50fb,mas,96770,106050,B;FG;1
54f,mas,13820,15840,B;FG;1
54f,mas,24000,24680,ISR;0;0
54f,mas,3090,3670,SR;FG;1
54f,mas,31239,31669,P;0;0
54f,mas,38025,38302,P;0;0
54f,mas,40460,41130,ISR;0;0
54f,mas,45490,46540,P;HM;1
54f,mas,46753,47453,B;FG;1
54f,mas,4690,6710,B;V;0
54f,mas,50820,51820,MUR;0;1
54f,mas,53820,54640,MUR;0;1
54f,mas,56470,57250,ISR;0;0
54f,mas,56470,57250,ISR;0;0
54f,mas,66930,67310,P;0;0
54f,mas,6950,8230,B;0;0
54f,mas,75650,76840,MUR;0;0
57m,mas,15570,16080,_;HM;1
57m,mas,19610,19830,P;0;0
57m,mas,20640,21530,MUR;0;1
57m,mas,29750,29950,B;0;0
57m,mas,29685,29973,B;V;1
57m,mas,36000,36230,ISR;0;0
57m,mas,4400,5430,P;HM;2
57m,mas,49110,49940,SR;0;0
57m,mas,52720,54610,_;HM+ME;1
57m,mas,63970,64440,_;FG+HM;1
57m,mas,70313,70625,P;0;0
57m,mas,71460,71820,B;HM;1
57m,mas,74419,74817,P;0;0
57m,mas,74868,75021,P;FG;1
57m,mas,780,1330,_;HM+ME;1
57m,mas,80065,80466,P;FG;1
57m,mas,80065,80466,P;FG;1
57m,mas,83040,83370,_;HM;1
57m,mas,84850,85490,_;FG+HM;1
57m,mas,91840,92360,_;FG+HM;1
60m,mas,102090,103320,MUR;0;1
60m,mas,109770,113240,MUR;0;1
60m,mas,11100,11630,_;FG+HM;1
60m,mas,115480,115930,B;0;0
60m,mas,17120,17460,_;FG+HM;1
60m,mas,21250,22090,B;0;0
60m,mas,22930,23850,B;0;0
60m,mas,2360,3230,B;0;0
60m,mas,29220,31020,MUR;0;1
60m,mas,33790,34210,_;FG;1
60m,mas,37780,38300,_;FG;1
60m,mas,38380,38740,_;FG+HM;1
60m,mas,39820,40330,_;FG+HM;1
60m,mas,43490,43990,P;FG;1
60m,mas,43490,43990,P;FG;1
60m,mas,43780,44050,P;0;0
60m,mas,51740,52300,_;FG;1
60m,mas,5800,6560,_;FG;1
60m,mas,63010,63490,_;HM;1
60m,mas,66215,66535,P;0;1
60m,mas,68130,68590,B;0;0
60m,mas,71955,72895,B;V;1
60m,mas,7730,7880,B;0;0
60m,mas,97340,98670,B;FG;1
60m,mas,9830,10380,_;HM;1
60m,mas,99350,100140,SR;0;1
61m,mas,119670,119890,B;0;1
61m,mas,20280,21470,SR;V;1
61m,mas,23140,23500,_;FG+HM;1
61m,mas,27680,28380,B;0;0
61m,mas,38680,39310,SR;V+HM;1
61m,mas,44830,45150,_;FG+HM;1
61m,mas,55650,56050,_;FG+HM;1
61m,mas,90510,91220,_;V+FG;1
62f,mas,18970,19290,P;0;1
62f,mas,20340,20870,B;0;0
62f,mas,3100,3400,P;0;1
62f,mas,52720,53160,B;FG;1
62f,mas,78470,78810,_;HM;1
62f,mas,90250,91170,MUR;0;1
62f,mas,92690,93300,_;FG;1
62m,mas,11120,11570,B;0;0
62m,mas,27130,27670,B;FG;1
62m,mas,37480,37950,_;FG;1
62m,mas,3960,4350,_;FG+HM;1
62m,mas,42000,42540,SR;FG;1
62m,mas,44640,46340,_;FG;1
62m,mas,49380,49810,_;FG;1
62m,mas,53070,54300,MUR;0;0
62m,mas,56400,57740,_;ME;1
62m,mas,65030,65550,_;FG+HM;1
62m,mas,73420,74150,SR;0;0
62m,mas,92850,93350,P;0;0
24fc,sad,102034,102476,ISR;FG;1
24fc,sad,102880,105173,MUR+SR;FG+V;1
24fc,sad,1090,2030,SR;V+FG+HM;2
24fc,sad,106525,107879,MUR;FG;1
24fc,sad,106525,107879,MUR;FG;1
24fc,sad,108000,108381,P;FG;1
24fc,sad,108780,109122,SR;0;0
24fc,sad,111750,112529,B;FG;1
24fc,sad,11164,11454,B;FG;1
24fc,sad,111750,112529,B;FG;1
24fc,sad,112555,113417,SR;FG;1
24fc,sad,114864,115364,ISR;0;0
24fc,sad,114864,115364,ISR;0;0
24fc,sad,117053,117340,ISR;0;0
24fc,sad,117433,119149,ISR;FG;1
24fc,sad,117433,119149,ISR;FG;1
24fc,sad,117433,119149,ISR;FG;1
24fc,sad,11854,12370,ISR;0;0
24fc,sad,120749,122276,SR;FG;1
24fc,sad,123330,126138,SR;FG+V;1
24fc,sad,126650,127020,_;V;1
24fc,sad,127035,127268,B;FG;1
24fc,sad,127663,129709,SR;FG;2
24fc,sad,129911,130045,ISR;FG;1
24fc,sad,130857,132729,SR;FG;1
24fc,sad,13454,14672,SR;FG+HM;1
24fc,sad,135162,135912,MUR;0;0
24fc,sad,136162,136359,B;FG;1
24fc,sad,138122,141011,SR;FG;1
24fc,sad,141553,142036,B;FG;1
24fc,sad,143740,144386,SR;0;0
24fc,sad,144923,145458,SR;FG;1
24fc,sad,148534,149691,SR;FG+V;1
24fc,sad,150130,150510,B;HM;1
24fc,sad,152239,152733,SR;FG;1
24fc,sad,15597,19292,MUR;HM;1
24fc,sad,154096,154967,SR;FG+V;1
24fc,sad,155879,157001,SR;V;1
24fc,sad,158327,158896,ISR;FG;1
24fc,sad,160151,163261,SR;FG+V;1
24fc,sad,160151,163261,SR;FG+V;1
24fc,sad,163429,163598,P;FG;1
24fc,sad,164067,165242,SR;FG;1
24fc,sad,165710,166430,SR;FG+HM;1
24fc,sad,167295,169708,MUR;FG+V;1
24fc,sad,170392,170799,ISR;FG;1
24fc,sad,170392,170799,ISR;FG;1
24fc,sad,171296,172598,MUR;FG;1
24fc,sad,174511,175005,SR;V;1
24fc,sad,176090,178108,SR;FG;1
24fc,sad,179640,179740,ISR;FG+HM;1
24fc,sad,179866,180738,SR;0;0
24fc,sad,182254,182714,B;V;1
24fc,sad,186307,188449,SR;FG+V;1
24fc,sad,189559,189949,B;0;0
24fc,sad,191486,191765,MUR;0;0
24fc,sad,193842,194226,SR;0;0
24fc,sad,195010,196917,SR;FG+V;1
24fc,sad,19609,19861,P;0;0
24fc,sad,197505,198856,MUR;FG;1
24fc,sad,203097,204801,B;FG+V;2
24fc,sad,204830,205180,B;FG;2
24fc,sad,207149,207308,B;NV;1
24fc,sad,208080,208358,B;FG;1
24fc,sad,208080,208358,B;FG;1
24fc,sad,210999,212920,SR;V;1
24fc,sad,21116,23038,SR+ISR;FG;1
24fc,sad,213672,213890,P;V;1
24fc,sad,215198,215372,ISR;0;0
24fc,sad,215198,215372,ISR;0;0
24fc,sad,215457,216662,MUR;FG+V;1
24fc,sad,215457,216662,MUR;FG+V;1
24fc,sad,217397,218832,MUR;NV+V;1
24fc,sad,220338,221482,SR;FG;1
24fc,sad,224423,226758,MUR;FG;1
24fc,sad,227295,229443,SR;FG;1
24fc,sad,227295,229443,SR;FG;1
24fc,sad,227295,229443,SR;FG;1
24fc,sad,26270,26590,SR;V+HM;1
24fc,sad,27519,28292,SR;FG;1 
24fc,sad,2875,3508,B;FG;1
24fc,sad,33936,34515,B;FG;1
24fc,sad,33936,34515,B;FG;1
24fc,sad,36980,37149,SR;0;0
24fc,sad,37810,37990,_;FG;2
24fc,sad,3800,3870,B;FG+HM;1
24fc,sad,38499,40872,SR;FG;1
24fc,sad,43299,45227,MUR;FG;1
24fc,sad,43299,45227,MUR;FG;1
24fc,sad,43299,45227,MUR;FG;1
24fc,sad,47837,48371,P;V;1
24fc,sad,4844,7367,SR;FG;1
24fc,sad,51677,52550,SR;0;0
24fc,sad,53121,55240,MUR;FG;1
24fc,sad,57627,59720,SR;V;1
24fc,sad,57627,59720,SR;V;1
24fc,sad,57627,59720,SR;V;1
24fc,sad,62216,62750,SR;0;0
24fc,sad,62959,63390,P;0;0
24fc,sad,63888,64990,MUR;FG;1
24fc,sad,65504,66741,B;FG;1
24fc,sad,68787,69456,SR;V;1
24fc,sad,68787,69456,SR;V;1
24fc,sad,70335,71403,SR;FG;1
24fc,sad,71970,72080,B;HM;1
24fc,sad,72885,74421,SR;FG;1
24fc,sad,75243,77364,MUR;FG+V;1
24fc,sad,78438,79184,SR;0;0
24fc,sad,79515,79811,P;FG+V;1
24fc,sad,80178,81030,MUR;FG;1
24fc,sad,80178,81030,MUR;FG;1
24fc,sad,81474,81613,ISR;0;0
24fc,sad,86453,87245,ISR;FG;1
24fc,sad,87973,90178,SR;FG;2
24fc,sad,8999,10282,SR;FG;1
24fc,sad,92215,95259,SR+ISR;FG;2
24fc,sad,98116,98996,B;FG;1
24fc,sad,98116,98996,B;FG;1
24fc,sad,99001,100464,MUR;FG;1
24ma,sad,105284,105521,SR;0;0
24ma,sad,105284,105521,SR;0;0
24ma,sad,107681,107956,B;V;0
24ma,sad,110383,110779,P;0;0
24ma,sad,113353,113840,P;V;0
24ma,sad,13680,14300,_;V;1
24ma,sad,1750,2400,P;0;0
24ma,sad,23720,24370,P;0;0
24ma,sad,2680,3480,P;0;0
24ma,sad,28060,29110,P;0;0
24ma,sad,35966,36090,B;0;0
24ma,sad,38420,38720,P;0;0
24ma,sad,4340,6940,P;0;0
24ma,sad,45390,45820,P;0;0
24ma,sad,46458,46837,P;0;0
24ma,sad,50881,51494,B;0;0
24ma,sad,50881,51494,B;0;0
24ma,sad,54929,55743,B;0;0
24ma,sad,62066,62742,B;0;0
24ma,sad,66248,66663,"B,0;0"
24ma,sad,67380,68159,P;0;0
24ma,sad,69606,69933,B;0;0
24ma,sad,84619,85000,B;0;0
24ma,sad,90860,91580,P;0;1
24ma,sad,92221,93425,B;0;0
24ma,sad,94913,95245,B;0;0
24ma,sad,98360,100140,ISR;0;1
24ma,sad,98360,100140,ISR;0;1
24mb,sad,13200,13640,_;FG;1
24mb,sad,14320,14800,_;FG;1
24mb,sad,15800,16840,MUR;0;1
24mb,sad,17560,19160,_;FG;1
24mb,sad,17560,19160,_;FG;1
24mb,sad,20720,21200,_;FG;1
24mb,sad,23472,24000,B;FG;1
24mb,sad,2380,2560,P;0;0
24mb,sad,25240,25600,_;FG;1
24mb,sad,27496,27752,_;FG;1
24mb,sad,2800,3200,_;FG;1
24mb,sad,31284,31980,P;FG;1
24mb,sad,32190,32390,SR;FG;1
24mb,sad,33440,33800,_;FG;1
24mb,sad,34960,35560,_;FG;1
24mb,sad,37804,38244,_;FG;1
24mb,sad,3880,4120,_;FG;1
24mb,sad,41280,41880,_;FG;1
24mb,sad,43320,43720,_;FG;1
24mb,sad,45160,45340,B;0;0
24mb,sad,47420,48720,B:0:0
24mb,sad,50360,50880,_;FG;1
24mb,sad,51168,51976,MUR;FG;1
24mb,sad,54802,55176,B;FG;2
24mb,sad,56760,57120,_;FG;1
24mb,sad,60560,61040,_;FG+HM;1
24mb,sad,62960,63360,_;FG;1
24mb,sad,65800,66280,_;FG;1
24mb,sad,67880,68320,_;FG;1
24mb,sad,70280,70560,_;FG;1
24mb,sad,7280,7840,_;FG;1
24mb,sad,79600,80080,_;FG;1
24mb,sad,80880,81280,_;FG;1
24mb,sad,83994,84408,_;FG;2
24mb,sad,8440,8720,_;FG;1
24mb,sad,85433,85609,ISR;FG;1
24mb,sad,85433,85609,ISR;FG;1
24mb,sad,9200,9600,_;FG;1
25m,sad,100608,102821,ISR;V+HM+FG;2
25m,sad,103240,104080,B;FG;3
25m,sad,104727,105646,ISR;V+FG;1
25m,sad,10503,10723,B;v+FG;3
25m,sad,106404,106451,B;FG;1
25m,sad,106485,106850,_;FG+HM;1
25m,sad,107240,107580,P;FG;3
25m,sad,108140,109840,B;V+FG+HM;3
25m,sad,108140,109840,B;V+FG+HM;3
25m,sad,108140,109840,B;V+FG+HM;3
25m,sad,110600,111520,B;V+FG+HM;3
25m,sad,111920,113300,B;V+FG+HM;3
25m,sad,11260,11680,_;V;2
25m,sad,114179,115438,B;V+FG;2
25m,sad,116040,116440,ISR;FG;2
25m,sad,117880,118400,B;FG;3
25m,sad,117880,118400,B;FG;3
25m,sad,119089,119825,B;V+FG;1
25m,sad,119089,119825,B;V+FG;1
25m,sad,119089,119825,B;V+FG;1
25m,sad,120651,121565,B;FG;2
25m,sad,12083,13410,B;FG+V+HM;3
25m,sad,12083,13410,B;FG+V+HM;3
25m,sad,12083,13410,B;FG+V+HM;3
25m,sad,12120,13650,B;FG;2
25m,sad,122990,124330,B;V+FG+HM;3
25m,sad,125140,125340,B;FG;3
25m,sad,126200,127840,B;V+FG+HM;3
25m,sad,128345,129413,B;FG+V;2
25m,sad,128345,129413,B;FG+V;2
25m,sad,129855,131344,ISR;FG+V;2
25m,sad,131940,132493,B;V+FG;1
25m,sad,133642,133829,ISR;FG;1
25m,sad,133642,133829,ISR;FG;1
25m,sad,12120,13650,B;FG;2
25m,sad,135640,136020,_;V+FG;3
25m,sad,136890,138230,ISR;V+FG;3
25m,sad,139100,139700,ISR;FG;2
25m,sad,141120,142540,B;V+FG+HM;3
25m,sad,142800,143178,B;FG+V;1
25m,sad,142800,143178,B;FG+V;1
25m,sad,14353,15313,B;FG+V+HM;3
25m,sad,144040,144605,_;FG+HM;1
25m,sad,145153,147102,ISR;FG;2
25m,sad,147949,148693,ISR;FG;1
25m,sad,149451,149681,ISR;FG;1
25m,sad,150072,150519,_;V;1
25m,sad,1820,3020,ISR;V+FG;3
25m,sad,154561,155629,ISR;FG+HM;1
25m,sad,15490,15600,B;FG;3
25m,sad,15490,15600,B;FG;3
25m,sad,156680,158960,P;FG;3
25m,sad,159586,161242,B;FFG+V;2
25m,sad,16063,19106,B;V+FG;3
25m,sad,161821,163391,B;V+FG+HM;2
25m,sad,161821,163391,B;V+FG+HM;2
25m,sad,161821,163391,B;V+FG+HM;2
25m,sad,161821,163391,B;V+FG+HM;2
25m,sad,163906,166476,B;V+FG+HM;3
25m,sad,166863,168080,B;V+FG;2
25m,sad,168412,168710,_;V;1
25m,sad,168412,168710,_;V;1
25m,sad,168715,168902,ISR;FG;1
25m,sad,169460,170160,B;V+FG;2
25m,sad,170765,172523,B;FG+HM+V;2
25m,sad,175865,176160,B;0;1
25m,sad,176950,177725,_;FG+HM;1
25m,sad,178040,178540,ISR;FG;2
25m,sad,179965,180408,P;0;0
25m,sad,181640,183760,B;V+FG+HM;3
25m,sad,184157,185642,B;HM+FG;3
25m,sad,186225,186645,_;V;2
25m,sad,187180,187740,B;FG;2
25m,sad,187180,187740,B;FG;2
25m,sad,187608,187671,B;FG;1
25m,sad,188161,189527,_;V;1
25m,sad,190340,192280,B;V+FG+HM;3
25m,sad,19200,19665,_;V+FG+HM;1
25m,sad,193370,194813,B;GH+HM+V;3
25m,sad,195425,196051,ISR;FG;1
25m,sad,197979,199306,ISR;FG;2
25m,sad,200540,203800,B;V+FG;3
25m,sad,204970,207910,B;V+FG+HM;3
25m,sad,208880,209565,ISR;FG;1
25m,sad,20960,26540,B;FG+V+HM;3
25m,sad,211068,212366,ISR;FG;1
25m,sad,211068,212366,ISR;FG;1
25m,sad,212893,213149,P;V+FG;1
25m,sad,215275,215775,_;FG+HM;1
25m,sad,215800,217076,B;FG+HM+V;2
25m,sad,218596,222153,B;FG+V;2
25m,sad,224420,226760,SR+B;FG;3
25m,sad,224420,226760,SR+B;FG;3
25m,sad,224420,226760,SR+B;FG;3
25m,sad,227220,227780,B;V+FG;2
25m,sad,229246,229612,ISR;FG;1
25m,sad,230081,230417,ISR;0;0
25m,sad,230940,231760,B;V+FG;3
25m,sad,232412,234114,ISR;FG;1
25m,sad,235465,236080,_;FG+HM;1
25m,sad,236180,236800,B;FG;2
25m,sad,238880,239540,B;FG+HM;2
25m,sad,239932,240532,_;FG;1
25m,sad,241247,241532,_;0;0
25m,sad,242680,243237,ISR;FG;1
25m,sad,243935,244803,ISR;FG;1
25m,sad,245300,245780,B;V+FG;2
25m,sad,247920,248240,P;FG;1
25m,sad,247920,248240,P;FG;1
25m,sad,249025,249416,P;0;0
25m,sad,249515,249755,_;FG+HM;1
25m,sad,250029,251234,B;HM;FG;3
25m,sad,252003,256186,ISR;FG+V;2
25m,sad,27840,28400,B;V+FG+HM;3
25m,sad,29340,31560,B;V+FG+HM;3
25m,sad,3327,4123,B;FG+V+HM;3
25m,sad,33454,33715,ISR;FG;1
25m,sad,34119,35829,ISR;FG;2
25m,sad,34119,35829,ISR;FG;2
25m,sad,35850,36005,_;FG+HM;1
25m,sad,36160,36800,ISR;FG;3
25m,sad,37471,38074,ISR;FG;1
25m,sad,39340,39520,B;FG;3
25m,sad,40400,40770,P;V;2
25m,sad,42720,43280,B;V+FG+HM;3
25m,sad,43820,44940,B;V+FG;3
25m,sad,4500,8080,B;FG+V+HM;3
25m,sad,45620,46480,B;V+FG;3
25m,sad,47045,50585,B;V+FG+HM;3
25m,sad,51720,51850,_;FG+HM;1
25m,sad,52360,55540,B;FG+HM;3
25m,sad,56660,59720,MUR+B;V+FG;3
25m,sad,56660,59720,MUR+B;V+FG;3
25m,sad,56660,59720,MUR+B;V+FG;3
