media_file,annotator,start,end,label
503,INV,277432,288897,can you give an example of a positive communicative experience ?
503,INV,288897,289097,I also want to ask you what your perspective is on this question .
503,INV,384338,395649,if you didn't stutter what would be different in your life ?
503,INV,395649,395849,wouldn't we all like that .
503,INV,432792,451529,and finally I want to ask you what else would you like to say to  the students or the general public to help them learn about ways to  support people who stutter ?
503,INV,451529,451729,thank_you .
24fb,PAR,28584,35350,&-um in my daily life it does not really have an impact on me .
24fb,PAR,35350,42594,&-um because I don't allow it to have an impact on me &-um .
24fb,PAR,42594,59751,&-uh I think it's worse in my job &-uh where I talk to customers  and they don't know that I stutter and I hafta be very professional  and &-uh .
24fb,PAR,59751,79653,I work in a shop so I hafta &-uh be professional and not stutter  that much but in my daily life with friends and family it does not  really have an impact on me I think &-um .
24fb,PAR,79653,86378,because everyone knows that I stutter and it's just a part of me  and it's the way I talk .
24fb,PAR,86378,88528,I guess .
24fb,PAR,96333,111491,&-um I don't know but I think it's you know <it's a in my family>  [//] it's a family thing it's <in my &-uh> [//] in my dad's part of  the family .
24fb,PAR,111491,111691,so I think it's a biological thing I guess but otherwise [/]  otherwise I don't know I mean there are so many &-um .
24fb,PAR,111691,139560,I know people think it's some kind of a trauma or something like  that but I'm not sure about that I think it's in the genes and yeah  .
24fb,PAR,154517,163525,I went to my first speech therapist when I was <four> [//] five  years old .
24fb,PAR,163525,174419,and it was <a &-uh> [//] a group of children and it was about how  to accept stuttering and not how to cure it and .
24fb,PAR,174419,194907,it was about meeting other children who stutter <and &-um> [//] and  I think the most important thing was to accept it and learn how to  live with it and how to deal with it and learn that there's no cure  .
24fb,PAR,194907,203455,&-um and I went to that group for a_lot_of years &-um .
24fb,PAR,203455,209964,<I ended when I was> [//] it ended when I was seventeen .
24fb,PAR,209964,216398,so it was most of my childhood I went to that group .
24fb,PAR,216398,232588,and in the end I didn't go because I learned anything or because I  went for the social part it was nice being there and yeah .
24fb,PAR,258022,265673,&-um well that's a difficult question .
24fb,PAR,265673,265873,&-um positive communication I don't &-um .
24fb,PAR,265873,291459,I don't think that it's &-um it's a question of whether you stutter  or not and positive communication makes sense &-um .
24fb,PAR,291459,309864,&-um I don't think that stuttering has anything to do with positive  communication that's a difficult question .
24fb,PAR,321147,344943,it's &-um &-um it's I mean it's just you know <if I well> [//] it's  a bit technical but if I send a message and the receiver understands  the message I mean that's communication right and .
24fb,PAR,344943,350103,&-um I don't know what to answer to that question .
24fb,PAR,350103,362789,I'm not sure that &-um successful and stuttering have anything to  do with each_other .
24fb,PAR,362789,366599,yeah .
24fb,PAR,375373,396782,&-um &-um well I'm about to stay here this meeting but that's a  <bit> [//] that's not really a good answer .
24fb,PAR,396782,402745,&-um I think that's the best answer I can give .
24fb,PAR,402745,406391,but I don't know .
24fb,PAR,417803,423473,oh a_lot_of things would be different &-um .
24fb,PAR,423473,433719,a_lot_of things I have traveled a lot because_of my stuttering .
24fb,PAR,433719,437862,I have met a_lot_of people because_of my stuttering .
24fb,PAR,437862,452103,and I wouldn't live the life I am living now and it's &-um it would  be really different it's &-um .
24fb,PAR,452103,452303,I don't know <what it would> [//] how it would look like but &-um  <I'm not sure I would> [//] I'm not sure <what study> [//] what I'm  studying now because I &-um .
24fb,PAR,452303,476813,and I wouldn't know the friends I know and a_lot_of things would be  different .
24fb,PAR,476813,480915,yeah a lot .
24fb,PAR,503975,508822,I think the most important is to meet other people who stutter .
24fb,PAR,508822,516811,and &-uh no matter if you are a student or whatever &-um .
24fb,PAR,516811,531717,<and tell> [//] find someone tell your teacher and colleagues and  <your> [//] the &-uh people &-uh around you that you stutter .
24fb,PAR,531717,538633,so they know what it is and they don't think that you're weird or  anything .
24fb,PAR,538633,543767,&-um I'm not sure I answered the question but &-um .
24fb,PAR,543767,554930,tell people that you stutter and meet other people who stutter I  think that's the most important so you don't feel alone .
24fb,PAR,563970,575952,&-um they should just accept it and they should not finish what  &-uh I'm about to say and they should &-um .
24fb,PAR,575952,580104,just behave like it's a normal thing and .
24fb,PAR,580104,588318,yeah and of course if they wanna ask questions they can do and .
24fb,PAR,588318,592181,just accept it and behave like it's nothing special .
24fb,INV,0,28584,please talk about the impact of stuttering on your daily life you  can talk about your interactions with family and friends school and  or work and your participation in community activities .
24fb,INV,88528,96333,what do you think causes stuttering ?
24fb,INV,139560,154517,if you have received treatment for your stuttering tell me about  therapy experiences and outcomes of these therapies .
24fb,INV,232588,258022,please describe what successful communication means to you and can  you provide an example of a positive communicative experience .
24fb,INV,309864,321147,how would you describe successful communication or what does  successful communication mean to you ?
24fb,INV,366599,375373,and can you give me an example of a positive communicative  experience that you've had .
24fb,INV,406391,417803,if you didn't stutter what might be different in your life .
24fb,INV,480915,503975,what else would you wanna say to students or the general public to  help them learn about stuttering or ways to support people who  stutter .
24fb,INV,554930,563970,and how do you think others can best support people who stutter ?
29mc,PAR,11779,19281,&-um historically my stuttering has &-uh prevented me or held me  back .
29mc,PAR,19281,27954,in &-um school activities &-uh public activities &-um .
29mc,PAR,27954,32664,I have always been pretty open with my family .
29mc,PAR,32664,43211,&-uh and friends but not about my stuttering it has always been a  taboo &-like topic .
29mc,PAR,43211,47623,&-um but &-um .
29mc,PAR,47623,53323,recently &-uh I have been a part of the n@l s@l a@l .
29mc,PAR,53323,63148,and &-uh it's [/] it's been opening up this new world of acceptance  to me .
29mc,PAR,63148,71203,&-um to where I now kind of put myself out there more and &-um .
29mc,PAR,71203,80713,and don't let the fact that I stutter kind of shape the way I am  &-um .
29mc,PAR,80713,96169,and then &-um taking a bigger part in the n@l s@l a@l as a chapter  leader has really kind of pushed me more <in the> [/] in the  direction of acceptance .
29mc,PAR,96169,107264,and [/] and &-uh I've been seeing <more> [//] &-uh &-uh less of a  holdback &-um due to my stuttering &-um .
29mc,PAR,107264,119221,and in my workplace and college I useta work at Target and I've had  &-uh problems with managers making fun of my stuttering .
29mc,PAR,119221,130260,&-um but then I got a campus job where I had an amazing manager  <and> [/] &-um and then I now work in the Healthcare field with  doctors .
29mc,PAR,130260,135295,and that's been amazing because they also understand stuttering .
29mc,PAR,136495,143412,and its [/] its [/] its been a [/] a [/] a great experience now for  me .
29mc,PAR,148526,156213,&-um <that's so> [//] I'm not an expert in stuttering .
29mc,PAR,156213,159539,I [//] I'm very much only a stutterer .
29mc,PAR,159539,166590,&-uh I've heard it's &-um <brain> [//] <some> [//] something in the  brain &-uh .
29mc,PAR,166590,171235,<some> [//] I've also heard &-like chemicals in the body .
29mc,PAR,171235,185452,&-uh &-um but I guess as a stutterer for me I know what causes my  severe stuttering patterns and that's anxiety .
29mc,PAR,185452,194589,and &-uh kind of &-um anticipation for words that are coming up .
29mc,PAR,195133,197374,and &-um yeah that's it .
29mc,PAR,197374,197574,so &-uh therapy started when I was like four years old .
29mc,PAR,207032,218848,my mom made special arrangements with the elementary school .
29mc,PAR,218848,224278,to &-uh have me start therapy &-uh .
29mc,PAR,224278,228539,even before I started kindergarten .
29mc,PAR,228539,244800,so <I went> [//] I've been in and out_of school therapy up until  middle school and then I gave up on the school therapy around ninth  grade when I started high school .
29mc,PAR,244800,260190,&-um and then I also went to the Hollins_Fluency_Program which &-uh  is a fluency shaping &-uh program in high school .
29mc,PAR,260190,273827,and &-um I think I get most of my techniques from what they've  taught me at Hollins which is &-uh stressed syllables .
29mc,PAR,273827,283219,and &-um easy onsets and &-um I think I use those &-uh not like  unknowingly .
29mc,PAR,283219,283419,and &-um I'm now looking at other &-uh programs +/.
29mc,PAR,283419,304292,well I recently went to a speech therapist through my health  insurance and kind of got out_of that after a couple of appointments  because it was just &-uh not [/] not worth my time I'd say .
29mc,PAR,304292,311327,and &-um I'm looking at Vivian_Sisskin's program for the future .
29mc,PAR,321255,327588,&-uh <maybe> [//] successful communication +...
29mc,PAR,327588,344165,I would say &-uh for me now successful communication means getting  my point across to the other person I'm communicating with .
29mc,PAR,344165,350984,&-um let's say &-uh at work I'm in &-like a meeting .
29mc,PAR,350984,366675,&-um and I needta get some technical detail over to other members  of my team to just convey some requirement <of a> [/] of a design .
29mc,PAR,366675,366875,&-um often it takes skill to kind of &-um understand what they  don't understand and to kind of clarify that back .
29mc,PAR,366875,384034,so if we are able to go back and forth .
29mc,PAR,384034,384234,after the meeting everyone is on the same page .
29mc,PAR,384234,384434,&-like I would consider that a <successful &-uh communication> [/]  &-uh &-um successful communication &-uh thing .
29mc,PAR,384434,402972,&=laughs .
29mc,PAR,402972,403172,&-um I've often thought about that .
29mc,PAR,408606,417293,and in our chapter we always revisit that question .
29mc,PAR,417293,420853,because it's interesting I kind of go back and fourth .
29mc,PAR,420853,432552,and I try to now look at the positives which is I probably wouldn't  be as compassionate if I didn't stutter .
29mc,PAR,432552,441525,&-um I probably wouldn't be as dedicated and &-um have as much  drive &-um if I didn't stutter .
29mc,PAR,441525,449915,&-um but then there are other things that I still think would be  easier like growing up especially .
29mc,PAR,449915,450115,&-um I would probably have had a better time in high school .
29mc,PAR,450115,457835,had better grades in high school .
29mc,PAR,457835,464314,and &-um finished school a lot sooner if I was fluent .
29mc,PAR,464314,473380,and therefore probably be ahead of where I am now because I think  stuttering has put obstacles in my way .
29mc,PAR,473380,476732,but I focus on the positives now .
29mc,PAR,476732,476932,&-um I would say that everyone who I come across who asks me about  my stutter .
29mc,PAR,486813,505911,I say I am not an expert in stutter but &-uh all I ask is for you  to give me time .
29mc,PAR,505911,516599,and [/] and &-um [/] and that there's nothing really physically  wrong with me .
29mc,PAR,516599,527989,it's &-uh just a different <speech> [//] communication pattern .
29mc,PAR,527989,529639,that I have .
29mc,INV,0,5143,please talk about the impact of stuttering on your daily life .
29mc,INV,5143,5343,you can talk about your interactions with family and friends .
29mc,INV,5343,5543,school and or work .
29mc,INV,5543,11779,and your participation in community activities .
29mc,INV,143412,148526,what do you think causes stuttering ?
29mc,INV,197374,207032,if you have received treatment for your stuttering tell me about  your therapy experiences and the outcomes of these therapies .
29mc,INV,207032,207232,please describe what successful communication means to you .
29mc,INV,311327,321255,and can you give an example of a positive communicative experience  ?
29mc,INV,402972,404744,cool .
29mc,INV,404744,408606,if you didn't stutter what would be different in your life ?
29mc,INV,477605,486813,what else would you wanna say to students or to the general public  to help them learn about stuttering or ways to support people who  stutter ?
34m,PAR,13981,15898,any specific one to start with ?
34m,PAR,15898,19483,okay yes maam .
34m,PAR,19483,23332,alright well &-um well &-um my early school .
34m,PAR,23332,29651,&-um schooling was pretty difficult you know difficult &-um <you  know> [/] you know difficult &-um .
34m,PAR,29651,29851,I did not have speech therapy when I was in grade school .
34m,PAR,29851,36099,<you know> [/] you know grade school .
34m,PAR,36099,40484,&-um when I did have some in high school .
34m,PAR,40484,43318,it was not very effective speech therapy you know .
34m,PAR,43318,43518,speech therapy .
34m,PAR,43518,47169,&-um I was part of a group .
34m,PAR,47169,62785,that included some <you know> [/] you know included [/] included  <you know> [/] you know included &-um people that didn't have a  stutter .
34m,PAR,62785,62985,so I just read in a corner and just kind of did my own thing .
34m,PAR,62985,70469,which is not very effective speech therapy .
34m,PAR,70469,70669,so &-um you know .
34m,PAR,70669,77453,&-um my social life has been fairly good .
34m,PAR,77453,82055,I <you know> [/] you know good you know good &-uh you know good .
34m,PAR,82055,86253,&-um I talk to people that I needta talk .
34m,PAR,86253,95706,I am friendly towards &-um towards &-um people you know people &-um  .
34m,PAR,95706,95906,I probably have not done some specific things at certain times .
34m,PAR,95906,106288,because I didn't feel like trying extra hard .
34m,PAR,106288,106488,to be fluent .
34m,PAR,106488,112222,or just didn't feel like struggling so .
34m,PAR,112222,112422,there are some situations that I probably have not done .
34m,PAR,112422,119873,because I didn't feel like stuttering through it .
34m,PAR,119873,120073,&-um you asked what else xxx .
34m,PAR,124478,129190,&-um .
34m,PAR,129190,135456,well I &-uh I went to school for anthropology .
34m,PAR,135456,137708,I've also done music .
34m,PAR,137708,142808,I am you know kind of went back to school for respiratory therapy .
34m,PAR,142808,149959,and now I'm working as an e@l k@l g@l tech .
34m,PAR,149959,154974,so my job is to stare at squiggly lines all day .
34m,PAR,154974,155174,that's what I do .
34m,PAR,155174,155374,it's nice .
34m,PAR,155374,155574,it's fun .
34m,PAR,155574,155774,oh [/] oh &-um oh &-um my spouse is also here .
34m,PAR,155774,155974,<you know> [/] you know here you know here .
34m,PAR,157992,169710,I tried at one point .
34m,PAR,169710,192577,to you know <to to to to> [/] to &-um become an e@l an [/] an &-um  e@l m@l t@l .
34m,PAR,192577,192777,t@l you know t@l &-um t@l you know t@l &-um .
34m,PAR,192777,192977,&-um the instructors &-um they said that my speech could have been  a problem .
34m,PAR,192977,207030,<you know> [/] you know problem .
34m,PAR,207030,207230,in hindsight it might have been a problem or not .
34m,PAR,207230,213096,I don't know .
34m,PAR,213096,222447,but I switched from that to respiratory care .
34m,PAR,222447,222527,so yeah .
34m,PAR,222527,227346,yes so_that was definitely an impact .
34m,PAR,227346,229697,good call wife thank you .
34m,PAR,229697,242966,oh &-um .
34m,PAR,242966,250765,sure well &-um well you know well &-um my father was a stutterer  until he was fourteen .
34m,PAR,250765,252899,and then he stopped you know stopped .
34m,PAR,252899,253099,&-uh you know stopped .
34m,PAR,253099,261584,&-um my parents pretty much thought I would just spontaneously quit  stuttering so .
34m,PAR,261584,267216,I don't think that they really tried to get me more speech therapy  .
34m,PAR,267216,267416,so I didn't have speech therapy until I went to high school .
34m,PAR,267416,273950,because then it was public stuff .
34m,PAR,273950,274150,but it was just not a very good setting .
34m,PAR,274150,274350,you know &-um setting you know setting .
34m,PAR,274350,283349,&-um the only good speech therapy that I've had was in college .
34m,PAR,283349,283549,<you know> [/] you know college .
34m,PAR,283549,283749,&-um and [/] and &-um I found that to be a lot more helpful .
34m,PAR,283749,283949,you know and outside of college I really haven't had speech therapy  .
34m,PAR,283949,298169,because it costs a_lot_of money .
34m,PAR,298169,298369,and I can't .
34m,PAR,309737,318702,successful communication is when you can get your message across to  the person that you are speaking to .
34m,PAR,318702,324631,it doesn't matter if you start mumbling or if you start signing or  if you stutter .
34m,PAR,324631,336521,it <you know you know> [/] you know &-um if the person you are  speaking to or sorry if the person that you are communicating to .
34m,PAR,336521,336721,if they get the thought that's in your head in their head .
34m,PAR,336721,343738,that to me is successful communication .
34m,PAR,343738,343938,via text talk you know smacking them upside the head you know .
34m,PAR,347721,351173,communication is communication .
34m,PAR,351173,351373,if I didn't stutter I would have flowy long locks .
34m,PAR,369540,372424,and I would have endless money .
34m,PAR,372424,372624,you know like it is such a removed concept of who and what you know  like I .
34m,PAR,372624,390359,I wouldn't know what a non stuttering me would even do or be you  know .
34m,PAR,390359,390559,you know be &-um .
34m,PAR,390559,390759,might I have a different job ?
34m,PAR,390759,394692,possibly .
34m,PAR,394692,398625,I might not be married to my wife or have my children .
34m,PAR,398625,398825,or my house so .
34m,PAR,398825,403959,I like where I'm at .
34m,PAR,403959,406743,you know stuttering or not so .
34m,PAR,406743,415143,I you know so I wouldn't change my life situation because I  wouldn't it to be different .
34m,PAR,415143,415343,maybe more hair though .
34m,PAR,426992,431944,&-uh no one knows the exact cause of <stuttering you know> [/]  stuttering you know .
34m,PAR,431944,432144,you know stuttering .
34m,PAR,432144,437662,&-um there seems to be a strong genetic link to stuttering .
34m,PAR,437662,441761,&-um I have two boys .
34m,PAR,441761,446629,so they aren't old enough to really see if they do stutter or not .
34m,PAR,446629,446829,so I'm watching them like hawks .
34m,PAR,446829,447029,<you know> [/] you know &-um as for what causes it .
34m,PAR,447029,457171,it's influenced by your emotions .
34m,PAR,457171,462329,and by whatever part in your brain causes you to actually stutter .
34m,PAR,462329,464146,no one really knows .
34m,PAR,464146,464151,so .
34m,PAR,464151,464351,I'm sure for some people it's very [/] very different too .
34m,PAR,464351,473165,and <they know> [/] they know &-um I know .
34m,PAR,473165,473365,that you can have a fluent person that has trauma .
34m,PAR,473365,473565,<and then> [/] and then they now are a stutterer always .
34m,PAR,473565,486100,and that's you know I don't know .
34m,PAR,486100,486180,xxx .
34m,PAR,509883,522636,I think that the most important part to you know &-um the you know  &-um the most important part .
34m,PAR,522636,524752,about stuttering .
34m,PAR,524752,534801,is that there is so much emotional issues [/] issues <you know> [/]  you know issues &-um .
34m,PAR,534801,535001,every you know &-um every speech person that has gone through any  class .
34m,PAR,535001,556684,should have probably heard about the iceberg stuttering &-um you  know &-uh <you know> [/] you know .
34m,PAR,556684,566137,you know &-um I personally I have had a_lot_of emotional problems  and concepts that existed .
34m,PAR,566137,570905,for a long [/] long time because I didn't really have speech  therapy you know .
34m,PAR,570905,578940,so just please keep in mind that you hafta treat the speech  problems that the person has .
34m,PAR,578940,589455,but that's a very [/] very small part about the entire you know  &-um complexity that makes a person a stutterer .
34m,INV,0,13981,&-um so could you tell me &-um what the impact of stuttering has  been in your life &-um on schooling on your social life family &-um  your choice of vacation ?
34m,INV,13981,14181,you can do as much or as little as you want in any order you want .
34m,INV,119873,124478,&-um .
34m,INV,124478,124678,&-uh so &-um so maybe your choice of occupation or .
34m,INV,124678,124878,&=laughs .
34m,INV,154974,157992,okay .
34m,INV,157992,158192,right &-um hm .
34m,INV,158192,158392,so_that would definitely have been an impact .
34m,INV,158392,158592,so you don't necessarily hafta say more than you already did .
34m,INV,158592,158792,but one question was about previous therapy experiences .
34m,INV,158792,158992,&-um did you have any other &-um experiences .
34m,INV,158992,159192,or do you wanna reflect on why it was that you didn't get therapy  when you were younger ?
34m,INV,159192,159272,yes .
34m,INV,298169,309737,okay &-um so you could &-um in your own mind what's [/] what's an  example of successful communication these days for you ?
34m,INV,343738,347721,&=laughs .
34m,INV,347721,347921,&-um &-uh if [/] if you didn't stutter did you ever stop to think .
34m,INV,347921,348121,you know sort of a what if moment .
34m,INV,348121,348321,like I useta imagine what if I was tall and blond .
34m,INV,348321,348521,&-um what if you didn't stutter .
34m,INV,351173,365669,how might your life have been different .
34m,INV,365669,369540,&=laughs .
34m,INV,369540,369740,great &-um .
34m,INV,369740,369820,okay .
34m,INV,415143,420393,&=laughs .
34m,INV,420393,420593,I think we can all wish for that .
34m,INV,420593,420793,&-um so here's a head scratcher .
34m,INV,420793,426992,what do you think causes stuttering ?
34m,INV,426992,427192,fair enough .
34m,INV,427192,427392,it's an unfair question but we thought we'd ask it of everybody .
34m,INV,486100,489696,okay .
34m,INV,489696,489896,the last question is perhaps the most important .
34m,INV,489896,498564,&-um so these will be viewed primarily by students who are studying  to become speech language pathologists .
34m,INV,498564,502066,who we would hope aspire someday to work with people who stutter .
34m,INV,502066,502266,what would you want them to know .
34m,INV,502266,509883,what's the most important thing in your mind for a speech language  pathologist to know about stuttering or people who stutter ?
34m,INV,589455,591189,that is wonderful .
60m,PAR,15661,24944,&-uh I'm currently <the president> [//] the chapter leader for the  National_Middle_Tenessee chapter of the  National_Stuttering_Association .
60m,PAR,24944,29460,I'm also president of a Toastmasters group called the  Freelance_Communicators .
60m,PAR,29460,32943,which is only the third one in the entire world .
60m,PAR,32943,39611,and it was formed for [/] for the purpose <of those> [/] of those  who stutter .
60m,PAR,39611,41660,I'm going to cut this off .
60m,PAR,41660,53445,I &-um a let's see I've been a member of the n@l s@l a@l since &-uh  two thousand three .
60m,PAR,53445,59330,and I've been a Toastmaster since two thousand seven .
60m,PAR,59330,59530,&-um at this point in my life this point in my career a_lot_of the  things I do is volunteer work .
60m,PAR,59530,72991,it's all <it's it's> [/] it's all about giving back .
60m,PAR,72991,75881,I'm also a Uber a Lyft driver .
60m,PAR,75881,84380,and I like doing that because with each rider that gets in the car  <I have> [/] I have a chance to practice my speech therapy .
60m,PAR,84380,91018,and even though I've been offered other jobs at other universities  (be)cause I have several degrees .
60m,PAR,91018,98165,I [/] I turned down <an an> [/] an adjunct instructor position at  this small college .
60m,PAR,98165,98365,(be)cause I would prefer to be a Lyft driver Uber driver .
60m,PAR,98365,107649,because I [/] I get a chance to practice my speech therapy every  day .
60m,PAR,107649,110450,with each person .
60m,PAR,110450,113066,and when they get to the point of asking what I do .
60m,PAR,113066,113266,I tell them about my volunteer work .
60m,PAR,113266,119811,but I also say I'm I am a person that stutters .
60m,PAR,119811,123318,and for this ride you are my guinea pig .
60m,PAR,123318,129801,so when I'm talking to you I'm actually practicing my speech  therapy techniques .
60m,PAR,129801,136467,<and I've> [/] and I've met a_lot_of people <that have> [//] that  either stutter themselves .
60m,PAR,136467,139019,and then we talk about that during the ride .
60m,PAR,139019,142919,or they have family members or friends that they know that stutter  .
60m,PAR,142919,145018,but were afraid to approach them .
60m,PAR,145018,147752,so many times during the ride .
60m,PAR,147752,150352,it's an educational process about stuttering .
60m,PAR,157318,159735,what do I think causes stuttering .
60m,PAR,159735,159935,well I [/] I know a little bit more than just the average person  that stutters .
60m,PAR,159935,167720,(be)cause I go to Doctor Proper_name's &-um lectures all the time .
60m,PAR,167720,167920,and also Doctor McGuire's .
60m,PAR,167920,168120,so it's a multifactorial multimodal cause .
60m,PAR,168120,177371,<it's it's> [/] it's I know part of it is genetic .
60m,PAR,177371,182438,part of it I think that you can be born with the tendency to  stutter .
60m,PAR,182438,184454,based on your family history .
60m,PAR,184454,190589,and if you and [/] and if [/] if and all depending on what the  right environment you may or may not stutter .
60m,PAR,190589,196105,<so I don't think it's anything that> [//] it's not one thing that  causes it .
60m,PAR,196105,200939,but there are several things that may influence the expression of  stuttering .
60m,PAR,200939,205156,so you may have the genotype but the phenotype may not be expressed  .
60m,PAR,205156,205356,&-uh so it's caused by a number of reasons .
60m,PAR,205356,210705,which they're still trying to find out .
60m,PAR,210705,210905,I [/] I have .
60m,PAR,224307,226424,well let me see .
60m,PAR,226424,231474,if it was I know I've been stuttering for as long as I can remember  .
60m,PAR,231474,236882,when I was in grade school <I> [//] <we were> [//] <they put us>  [//] they put me in a speech class .
60m,PAR,236882,237683,I didn't know why .
60m,PAR,237683,238734,they didn't say I stuttered .
60m,PAR,238734,239767,it was just a speech class .
60m,PAR,239767,242018,so I thought I was in it because I was smart .
60m,PAR,242018,252309,then &-um <and I> [/] and I did receive some speech therapy from  some guy because the state paid for it .
60m,PAR,252309,256459,or something but I didn't like his methods so I didn't buy into it  .
60m,PAR,256459,256659,he said I had some he like a he said I had a thick tongue and a  thick frenulum .
60m,PAR,256659,264959,and he wanted me to practice some quacky technique .
60m,PAR,264959,265159,I didn't buy into that .
60m,PAR,265159,268044,so I [/] I went to him because I hadta but .
60m,PAR,268044,269477,that was just it .
60m,PAR,269477,272456,and upon graduation from .
60m,PAR,272456,274711,<high> [//] before graduation from high school .
60m,PAR,274711,274911,my counselor told me that I should go into some type of a trade  school or menial labor job .
60m,PAR,274911,284994,because I may not survive in college .
60m,PAR,284994,289145,and of course I did I just I didn't see her any more after that .
60m,PAR,289145,293412,<but I did> [/] but I did go to Howard_University for my  undergraduate .
60m,PAR,293412,295245,&-um on scholarship .
60m,PAR,295245,301415,&-um and I [/] I enrolled in &-um their speech therapy programs .
60m,PAR,301415,301615,and <I don't> [/] I don't remember a_lot_of it .
60m,PAR,301615,305679,but I think it helped me a lot .
60m,PAR,305679,310601,but what helped me more in undergraduate and even until now .
60m,PAR,310601,315580,is stepping outside of our stepping outside of our comfort zone .
60m,PAR,315580,319529,joining clubs joining activities that force me to speak .
60m,PAR,319529,319729,so I did a_lot_of that while I was at Howard .
60m,PAR,319729,319929,(be)cause I was in the student government .
60m,PAR,319929,324981,I was in the air force for r@l o@l t@l c@l .
60m,PAR,324981,330898,but the speech therapy kept me I guess focused on practicing .
60m,PAR,330898,338398,then &-uh after undergraduate &-um xxx graduation came to Nashville  .
60m,PAR,338398,347282,and [/] and when I was in grad school and med school I &-um I did  speech therapy at the xxx Wilson_Center .
60m,PAR,347282,356199,&-um back in let's see the first time <it was> [/] it was &-uh  group therapy which was good .
60m,PAR,356199,358782,but the second time it was with just one therapist .
60m,PAR,358782,362417,and &-um I [/] I forgot her name but .
60m,PAR,362417,365501,last name is [/] is Lastname but .
60m,PAR,365501,368818,I got the most out_of her because she made me practice .
60m,PAR,368818,372750,<she didn't let> [/] she didn't let me get away with anything .
60m,PAR,372750,376003,and she called me on my b@l s@l .
60m,PAR,376003,381036,you know and <so I> [//] <she she> [//] I really bonded with her .
60m,PAR,381036,385352,psychologically (be)cause she made me realize that she really cared  about me .
60m,PAR,385352,390968,and with all my education and all the xxx she wouldn't let me get  by with anything .
60m,PAR,390968,397269,you know she said you know she made me realize that I'm coming to  her in for a reason .
60m,PAR,397269,400453,and if I don't practice then I'm just wasting my time .
60m,PAR,400453,400653,and her time .
60m,PAR,400653,403869,so I got the most out_of that .
60m,PAR,403869,405371,(be)cause she made me practice .
60m,PAR,420753,427405,successful communication means delivering your message .
60m,PAR,427405,430338,whether you stutter or not .
60m,PAR,430338,430538,it's making sure that the person on <the other end> [/] the other  end .
60m,PAR,430538,435931,the receiver of that message .
60m,PAR,435931,440872,<got> [//] heard you and got the context of what you were trying to  say .
60m,PAR,440872,441072,I'd be president of the &~u .
60m,PAR,441072,441077,no .
60m,PAR,441077,441277,&=laughs .
60m,PAR,450668,452525,if I did not stutter .
60m,PAR,452525,456613,well <I've I've> [/] I've <I have> [/] I have already achieved  a_lot_of success .
60m,PAR,456613,458918,but it was a struggle at each way .
60m,PAR,458918,464111,and there were some things I didn't do <because_of> [/] because_of  my stuttering .
60m,PAR,464111,464311,&-um I have a medical degree .
60m,PAR,464311,469723,but I could have gone further with it .
60m,PAR,469723,473374,<if if> [/] if I didn't stutter .
60m,PAR,473374,476075,&-uh so <I> [//] if I didn't stutter .
60m,PAR,476075,478390,I probably would have stayed in science .
60m,PAR,478390,484757,but probably would have done more things where the fear of  stuttering kept me back .
60m,PAR,484757,486592,I have a_lot_of accomplishments .
60m,PAR,486592,491541,<but it's the> [//] but I think what kept me back from going  further was the fear of stuttering .
60m,PAR,491541,504351,well .
60m,PAR,504351,509560,I have a very unique perspective on that .
60m,PAR,509560,509760,because me being a leader in the national stuttering community .
60m,PAR,509760,517015,I speak to three colleges every year .
60m,PAR,517015,521961,&-um <Middle_Tennessee_University> [//]  Middle_Tennessee_State_University .
60m,PAR,521961,522161,Tennessee_State_University and Vanderbilt_University .
60m,PAR,522161,528861,I speak to the up and coming s@l l@l p@l students .
60m,PAR,528861,529061,and Monday I'm going back to Nashville .
60m,PAR,529061,537461,and Tuesday is our day to speak to the grad students at t@l s@l u@l  .
60m,PAR,537461,537661,and what I tell them .
60m,PAR,537661,546346,I tell <the s@l l@l> [//] the future SLP's to be the best advocate  that you can for your client .
60m,PAR,546346,550745,make sure that you give them the confidence that they may not get  any place else .
60m,PAR,550745,554631,and encourage them to step outside of their comfort zone .
60m,PAR,554631,563815,the most one of the most pivotal moments in my life as a person  that stutters was graduation from high school .
60m,PAR,563815,567153,I was president of the National_Honor_Society .
60m,PAR,567153,570781,and my advisor made me give &~s the graduation speech .
60m,PAR,570781,574616,and I'm saying why would she do that when she knows I stuttered .
60m,PAR,574616,574816,so but I wrote the speech out .
60m,PAR,574816,575016,I practiced it .
60m,PAR,575016,575216,and I gave it that night .
60m,PAR,575216,580931,I was nervous .
60m,PAR,580931,581131,&-um I will say I was in all white so I looked good right .
60m,PAR,581131,587781,so_that gave me some confidence .
60m,PAR,587781,591982,but I [/] I gave the speech to I guess several hundred people .
60m,PAR,591982,592182,but at the end of the speech and until this day I look back at it .
60m,PAR,592182,599199,and I said okay I know why she did it .
60m,PAR,599199,604918,the level of confidence that I gained from that night has stayed  with me for my entire life .
60m,PAR,604918,607983,she made me do something that I thought I could never do .
60m,PAR,607983,608183,and it was that pivotal moment <that has> [/] that has carried me  through my life and my career .
60m,PAR,608183,608383,<I said> [/] I said if I could do this .
60m,PAR,608383,608583,the thing I dreaded the most .
60m,PAR,608583,619171,then I could do anything .
60m,PAR,619171,619371,and it's that type of motivation and [/] and encouragement that I  try to instill in those who I talk to .
